scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Hypophthalmichthys molitrix,2025-07-18 14:51:00 -0500,,"Carlyle, IL 62231, USA",38.6102243,-89.3727998,NA,Silver Carp,https://www.inaturalist.org/observations/299107043,https://inaturalist-open-data.s3.amazonaws.com/photos/538851788/medium.jpg,jkmaxfield,299107043,Silver Carp,Actinopterygii,128274,3,0,2025/07/18 2:51 PM,2025-07-18,2025-07-18 19:51:00 UTC,Central Time (US & Canada),4768,4768,,open,false,,,6292784,Maxfield JonasKrueger,2025-07-19 05:07:34 UTC,2025-07-22 01:31:41 UTC,research,CC-BY-NC,NA,NA,false
Hypophthalmichthys molitrix,2023-05-01 14:30:00 +0300,Exif_JPEG_420,"Буюканы, Кишинёв, Молдова",47.0454535076,28.7918776272,NA,Silver Carp,https://www.inaturalist.org/observations/298999784,https://inaturalist-open-data.s3.amazonaws.com/photos/538635959/medium.jpg,russoturisto,298999784,Белый толстолобик,Actinopterygii,128274,1,0,2023/05/01 14:30,2023-05-01,2023-05-01 11:30:00 UTC,Europe/Chisinau,5,5,,open,false,,,9490701,Di,2025-07-18 19:31:11 UTC,2025-07-19 05:31:50 UTC,research,CC-BY-NC,NA,NA,false
Hypophthalmichthys molitrix,2025-03-30 13:51:00 +0200,,"Abádszalók, 5241 Magyarország",47.4921986023,20.5197602499,NA,Silver Carp,https://www.inaturalist.org/observations/298721322,https://static.inaturalist.org/photos/538109267/medium.jpg,megyek_mindenfele,298721322,Fehér busa,Actinopterygii,128274,1,0,2025/03/30 13:51,2025-03-30,2025-03-30 11:51:00 UTC,Budapest,2,2,,open,false,,,8712563,Mrs. Berkenye,2025-07-17 17:42:29 UTC,2025-07-17 17:46:20 UTC,research,,NA,NA,false
Hypophthalmichthys molitrix,2025-07-17 10:21:24 -0500,,"Lyon County, KY, USA",36.9239083333,-88.1680944444,NA,Silver Carp,https://www.inaturalist.org/observations/298687478,https://inaturalist-open-data.s3.amazonaws.com/photos/538046823/medium.jpg,paul2668,298687478,Silver Carp,Actinopterygii,128274,1,0,2025-07-17 10:21:24,2025-07-17,2025-07-17 15:21:24 UTC,Central Time (US & Canada),NA,NA,,open,false,gps,gps,6771404,Paul Koepke,2025-07-17 15:22:04 UTC,2025-08-11 19:34:11 UTC,research,CC-BY,NA,2,false
Hypophthalmichthys molitrix,2025-07-16 16:09:08 -0500,,"Vidalia, LA 71373, USA",31.1468203688,-91.6572719067,NA,Silver Carp,https://www.inaturalist.org/observations/298541643,https://inaturalist-open-data.s3.amazonaws.com/photos/537764935/medium.jpg,notapossum,298541643,Silver Carp,Actinopterygii,128274,1,0,2025-07-16 16:09:08,2025-07-16,2025-07-16 21:09:08 UTC,Central Time (US & Canada),314,314,,open,false,gps,gps,9116595,Kevin Cole,2025-07-16 23:00:44 UTC,2025-08-22 18:46:45 UTC,research,CC-BY-NC,NA,2,false
Hypophthalmichthys molitrix,2025-07-05 14:52:10 -0400,,"Beanblossom Creek, Unionville, IN, US",39.273605,-86.42423,NA,Silver Carp,https://www.inaturalist.org/observations/297185738,https://inaturalist-open-data.s3.amazonaws.com/photos/535195515/medium.jpg,sandeno,297185738,Silver Carp,Actinopterygii,128274,2,0,2025-07-05 14:52:10-04:00,2025-07-05,2025-07-05 18:52:10 UTC,Indiana (East),4,4,,open,false,,,3082261,,2025-07-12 02:49:17 UTC,2025-09-08 04:29:11 UTC,research,CC-BY-NC,NA,3,false
Hypophthalmichthys molitrix,2025-07-10 10:34:00 +0200,,"985 32 Veľká nad Ipľom, Slovensko",48.2664249377,19.6394245583,NA,Silver Carp,https://www.inaturalist.org/observations/296727365,https://inaturalist-open-data.s3.amazonaws.com/photos/534325992/medium.jpg,upupanociar,296727365,tolstolobik biely,Actinopterygii,128274,1,0,2025/07/10 10:34 AM,2025-07-10,2025-07-10 08:34:00 UTC,Bratislava,31,31,,open,false,,,2508459,Peter Nociar,2025-07-10 10:31:26 UTC,2025-07-12 08:06:43 UTC,research,CC-BY-NC,NA,NA,false
Hypophthalmichthys molitrix,2025-07-05 15:14:34 +0300,,"Новосибирская улица, Грозный, Республика Чечня, RU",43.2681296,45.6527648,NA,Silver Carp,https://www.inaturalist.org/observations/295365040,https://inaturalist-open-data.s3.amazonaws.com/photos/531723178/medium.jpg,medni_ismailova,295365040,Белый толстолобик,Actinopterygii,128274,1,0,2025-07-05 15:14:34+03:00,2025-07-05,2025-07-05 12:14:34 UTC,St. Petersburg,800,800,,open,false,,,9129543,Медни Исмаилова,2025-07-05 12:15:04 UTC,2025-07-06 18:51:33 UTC,research,CC-BY-NC,NA,3,false
Hypophthalmichthys molitrix,2025-07-01 19:41:00 -0500,,"Lyon County, KY, USA",36.9080621372,-88.0257894524,NA,Silver Carp,https://www.inaturalist.org/observations/294725225,https://inaturalist-open-data.s3.amazonaws.com/photos/530513331/medium.jpg,zacinwoods,294725225,Silver Carp,Actinopterygii,128274,1,0,2025/07/01 7:41 PM,2025-07-01,2025-07-02 00:41:00 UTC,Central Time (US & Canada),122,122,,open,false,,,6230219,Zack,2025-07-03 00:11:35 UTC,2025-08-11 19:34:16 UTC,research,CC-BY,NA,NA,false
Hypophthalmichthys molitrix,2025-06-23 09:34:11 +0900,,"Edogawa, Tokyo, JP",35.6391616667,139.8586883333,NA,Silver Carp,https://www.inaturalist.org/observations/294499061,https://inaturalist-open-data.s3.amazonaws.com/photos/530088864/medium.jpg,ash2016,294499061,Silver Carp,Actinopterygii,128274,1,0,2025-06-23 09:34:11,2025-06-23,2025-06-23 00:34:11 UTC,Tokyo,5,5,,open,false,,,264913,Ashwin Srinivasan,2025-07-02 03:56:51 UTC,2025-07-02 13:26:59 UTC,research,CC-BY,NA,843,false
Hypophthalmichthys molitrix,2025-06-29 21:09:11 +0800,,"Yulin, CN-GX, CN",22.6817333333,110.1912777778,NA,Silver Carp,https://www.inaturalist.org/observations/294246242,https://inaturalist-open-data.s3.amazonaws.com/photos/529616040/medium.jpg,yixuan_zhang,294246242,鲢鱼,Actinopterygii,128274,2,0,2025-06-29 21:09:11,2025-06-29,2025-06-29 13:09:11 UTC,Beijing,NA,NA,,open,false,gps,gps,5343838,Yixuan Zhang,2025-07-01 05:25:16 UTC,2025-07-02 12:32:40 UTC,research,CC-BY-NC,NA,2,false
Hypophthalmichthys molitrix,2025-06-30 08:19:55 -0500,,"Wabash River, Terre Haute, IN, US",39.28593,-87.6088033333,NA,Silver Carp,https://www.inaturalist.org/observations/294126215,https://inaturalist-open-data.s3.amazonaws.com/photos/529383612/medium.jpg,ethan_58,294126215,Silver Carp,Actinopterygii,128274,1,0,2025-06-30 08:19:55-05:00,2025-06-30,2025-06-30 13:19:55 UTC,Central Time (US & Canada),2756,2756,,open,false,,,4717064,,2025-06-30 19:05:25 UTC,2025-09-08 04:28:06 UTC,research,CC-BY-NC,NA,3,false
Hypophthalmichthys molitrix,2025-03-06 18:38:00 +0800,,中国南昌市青山湖区湖滨公园 邮政编码: 330029,28.6924541,115.9802424,NA,Silver Carp,https://www.inaturalist.org/observations/294014672,https://inaturalist-open-data.s3.amazonaws.com/photos/529171777/medium.jpg,bowuzhizhi,294014672,鲢鱼,Actinopterygii,128274,1,0,2025/03/06 18:38,2025-03-06,2025-03-06 10:38:00 UTC,Beijing,1002,1002,,open,false,,,5976039,,2025-06-30 11:18:51 UTC,2025-07-02 12:22:09 UTC,research,CC-BY-NC,NA,NA,false
Hypophthalmichthys molitrix,2025-03-06 18:38:00 +0800,,中国南昌市青山湖区湖滨公园 邮政编码: 330029,28.6924541,115.9802424,NA,Silver Carp,https://www.inaturalist.org/observations/294014615,https://inaturalist-open-data.s3.amazonaws.com/photos/529170972/medium.jpg,bowuzhizhi,294014615,鲢鱼,Actinopterygii,128274,1,0,2025/03/06 18:38,2025-03-06,2025-03-06 10:38:00 UTC,Beijing,1002,1002,,open,false,,,5976039,,2025-06-30 11:18:40 UTC,2025-07-02 12:18:48 UTC,research,CC-BY-NC,NA,NA,false
Hypophthalmichthys molitrix,2025-06-28 20:15:53 -0500,,"St. Louis County, US-MO, US",38.716471,-90.478326,NA,Silver Carp,https://www.inaturalist.org/observations/293645806,https://static.inaturalist.org/photos/528489066/medium.jpg,johnambystoma,293645806,Silver Carp,Actinopterygii,128274,2,0,2025-06-28 20:15:53,2025-06-28,2025-06-29 01:15:53 UTC,Central Time (US & Canada),12,12,,open,false,gps,gps,1516643,Jimmy,2025-06-29 05:40:16 UTC,2025-07-23 13:26:32 UTC,research,,NA,2,false
Hypophthalmichthys molitrix,2025-06-25 12:20:08 -0500,,"Cumberland River, Kuttawa, KY, US",37.0221221212,-88.221176302,NA,Silver Carp,https://www.inaturalist.org/observations/293153136,https://static.inaturalist.org/photos/527614421/medium.jpg,josh778,293153136,Silver Carp,Actinopterygii,128274,2,0,2025-06-25 12:20:08-05:00,2025-06-25,2025-06-25 17:20:08 UTC,Central Time (US & Canada),34,34,,open,false,,,4109796,Josh Hughes,2025-06-27 16:15:27 UTC,2025-07-07 13:00:09 UTC,research,,NA,3,false
Hypophthalmichthys molitrix,2025-06-23 18:57:35 +0800,,"Shantou People's Hospital (Waima Yuanqu), Shantou, Guangdong, CN",23.3544533333,116.6774,NA,Silver Carp,https://www.inaturalist.org/observations/292066677,https://inaturalist-open-data.s3.amazonaws.com/photos/525553940/medium.jpg,magnificent_megalodon,292066677,Silver Carp,Actinopterygii,128274,1,0,2025-06-23 18:57:35+08:00,2025-06-23,2025-06-23 10:57:35 UTC,Beijing,130,130,,open,false,,,7597675,,2025-06-23 12:32:50 UTC,2025-06-25 07:26:00 UTC,research,CC-BY-NC,NA,3,false
Hypophthalmichthys molitrix,2014-06-01 09:51:00 -0500,,"Oglesby, IL 61348, USA",41.2922816805,-89.0396997109,NA,Silver Carp,https://www.inaturalist.org/observations/291879912,https://inaturalist-open-data.s3.amazonaws.com/photos/525180413/medium.jpg,moxostoma,291879912,Silver Carp,Actinopterygii,128274,1,0,2014/06/01 9:51 AM,2014-06-01,2014-06-01 14:51:00 UTC,Central Time (US & Canada),839,839,,open,false,,,510111,,2025-06-22 19:32:32 UTC,2025-07-09 11:19:02 UTC,research,CC-BY,NA,NA,false
Hypophthalmichthys molitrix,2025-06-22 14:59:44 +0300,,"Читинская улица, Урус-Мартан, Республика Чечня, RU",43.1219437717,45.5119177677,NA,Silver Carp,https://www.inaturalist.org/observations/291753397,https://inaturalist-open-data.s3.amazonaws.com/photos/524956678/medium.jpg,madinashemileva,291753397,Белый толстолобик,Actinopterygii,128274,1,0,2025-06-22 14:59:44+03:00,2025-06-22,2025-06-22 11:59:44 UTC,St. Petersburg,38,38,,open,false,,,9119971,,2025-06-22 12:13:50 UTC,2025-06-23 06:31:36 UTC,research,CC-BY-NC,NA,3,false
Hypophthalmichthys molitrix,2012-06-03 16:39:00 -0500,,"Oglesby, IL 61348, USA",41.2911809222,-89.032785586,NA,Silver Carp,https://www.inaturalist.org/observations/291048351,https://inaturalist-open-data.s3.amazonaws.com/photos/523624018/medium.jpg,moxostoma,291048351,Silver Carp,Actinopterygii,128274,1,0,2012/06/03 4:39 PM,2012-06-03,2012-06-03 21:39:00 UTC,Central Time (US & Canada),418,418,,open,false,,,510111,,2025-06-19 21:45:20 UTC,2025-06-20 01:38:11 UTC,research,CC-BY,NA,NA,false
